(4, -6)
(27, -2)
(0, 8)
(1, 8)
(-8, 9)
(-7, 9)
(-6, 9)
(-5, 9)
(-4, 9)
(-3, 9)
(-2, 9)
(-1, 9)
(0, 9)
(2, 9)
(3, 9)
(4, 9)
(-7, 14)
(-6, 14)
(-5, 14)
(-4, 14)
(-3, 14)
(-2, 14)
(-1, 14)
(0, 14)
(2, 14)
(3, 14)
(5, 14)
(7, 14)
(8, 14)
(10, 14)
(11, 14)
(12, 14)
(14, 15)
(15, 15)
(16, 15)
(17, 15)
(18, 15)
(19, 15)
(20, 15)
(21, 15)
(22, 15)
(23, 15)
(24, 15)
(-19, 17)
(-18, 17)
(-17, 17)
(-16, 17)
(-15, 17)
(-14, 17)
(-13, 17)
(-12, 17)
(-11, 17)
(28, 17)
(-10, 18)
(-9, 18)
(-8, 18)
(-7, 18)
(-6, 18)
(-5, 18)
(-4, 18)
(28, 18)
(-4, 19)
(-3, 19)
(-2, 19)
(-1, 19)
(0, 19)
(1, 19)
(2, 19)
(3, 19)
(27, 19)
(28, 19)
(3, 20)
(4, 20)
(5, 20)
(6, 20)
(7, 20)
(8, 20)
(9, 20)
(10, 20)
(11, 20)
(27, 20)
(12, 21)
(13, 21)
(14, 21)
(15, 21)
(16, 21)
(17, 21)
(18, 21)
(19, 21)
(24, 21)
(25, 21)
(26, 21)
(27, 21)
(19, 22)
(20, 22)
(21, 22)
(22, 22)
(23, 22)
(24, 22)
(22, 23)
(23, 23)
