(30, -3)
(28, -2)
(-17, 4)
(-17, 5)
(-16, 6)
(-15, 6)
(-15, 7)
(-14, 7)
(-13, 8)
(-12, 8)
(-11, 8)
(-10, 8)
(-9, 9)
(-8, 9)
(-7, 9)
(-6, 9)
(-5, 9)
(-4, 9)
(-3, 9)
(-2, 9)
(-1, 9)
(0, 9)
(1, 9)
(1, 10)
(2, 10)
(3, 10)
(4, 10)
(5, 10)
(5, 11)
(6, 11)
(7, 11)
(8, 11)
(9, 11)
(10, 11)
(11, 11)
(11, 12)
(12, 12)
(13, 12)
(14, 12)
(15, 12)
(15, 13)
(16, 13)
(17, 13)
(18, 13)
(19, 13)
(-10, 14)
(-9, 14)
(-8, 14)
(-7, 14)
(-6, 14)
(-5, 14)
(-4, 14)
(-3, 14)
(-2, 14)
(0, 14)
(1, 14)
(3, 14)
(4, 14)
(6, 14)
(8, 14)
(9, 14)
(11, 14)
(12, 14)
(14, 14)
(16, 14)
(17, 14)
(18, 14)
(19, 14)
(20, 14)
(21, 14)
(22, 14)
(-18, 15)
(-17, 15)
(-16, 15)
(-15, 15)
(-14, 15)
(-13, 15)
(-12, 15)
(-11, 15)
(21, 15)
(22, 15)
(-19, 16)
(-18, 16)
(-23, 17)
(-22, 17)
(-21, 17)
(-20, 17)
(-19, 17)
(4, 17)
(5, 17)
(6, 17)
(7, 17)
(8, 17)
(9, 17)
(10, 17)
(11, 17)
(12, 17)
(13, 17)
(14, 17)
(15, 17)
(16, 17)
(17, 17)
(18, 17)
(19, 17)
(20, 17)
(-21, 18)
(-20, 18)
(-19, 18)
(-17, 18)
(-16, 18)
(-15, 18)
(-14, 18)
(-11, 18)
(-10, 18)
(-8, 18)
(-7, 18)
(-5, 18)
(-3, 18)
(-2, 18)
(-1, 18)
(1, 18)
(2, 18)
(3, 18)
(20, 18)
(21, 18)
(22, 18)
(23, 18)
(24, 18)
(25, 18)
(26, 18)
(27, 18)
(28, 18)
(29, 18)
(30, 18)
(31, 18)
