(37, -9)
(35, -5)
(35, -4)
(-17, -1)
(-16, -1)
(-16, 0)
(-15, 0)
(-14, 0)
(-13, 0)
(-12, 0)
(-11, 0)
(-10, 0)
(-9, 0)
(-8, 0)
(-7, 1)
(-6, 1)
(-5, 1)
(30, 1)
(31, 1)
(32, 1)
(33, 1)
(34, 1)
(35, 1)
(36, 1)
(37, 1)
(-5, 2)
(-4, 2)
(-3, 2)
(-2, 2)
(-1, 2)
(27, 2)
(28, 2)
(29, 2)
(30, 2)
(-1, 3)
(0, 3)
(1, 3)
(1, 4)
(2, 4)
(3, 4)
(4, 4)
(-15, 11)
(-14, 12)
(-13, 12)
(-12, 12)
(-11, 12)
(20, 12)
(21, 12)
(22, 12)
(23, 12)
(-11, 13)
(-10, 13)
(-9, 13)
(-7, 13)
(-6, 13)
(-5, 13)
(-4, 13)
(-3, 13)
(-2, 13)
(-1, 13)
(0, 13)
(1, 13)
(2, 13)
(3, 13)
(4, 13)
(5, 13)
(16, 13)
(17, 13)
(18, 13)
(19, 13)
(20, 13)
(23, 13)
(24, 13)
(6, 14)
(7, 14)
(8, 14)
(9, 14)
(10, 14)
(11, 14)
(12, 14)
(13, 14)
(14, 14)
(15, 14)
(16, 14)
(24, 14)
(25, 14)
(25, 15)
(26, 15)
(37, 15)
(26, 16)
(27, 16)
(32, 16)
(33, 16)
(34, 16)
(35, 16)
(36, 16)
(37, 16)
(27, 17)
(28, 17)
(29, 17)
(30, 17)
(31, 17)
(32, 17)
